ts_ms,datetime_utc,datetime_shanghai,open,high,low,close,volume,confirmed
1638993600000,2021-12-08T20:00:00.000Z,2021-12-09T04:00:00,50438.8,50861.4,50071.1,50455.5,258245,1
1639008000000,2021-12-09T00:00:00.000Z,2021-12-09T08:00:00,50467,50794.1,49423.1,49514.1,673492,1
1639022400000,2021-12-09T04:00:00.000Z,2021-12-09T12:00:00,49514,50364,49166.9,49994.1,708021,1
1639036800000,2021-12-09T08:00:00.000Z,2021-12-09T16:00:00,49993.4,49998.5,48858.2,49163.9,896943,1
1639051200000,2021-12-09T12:00:00.000Z,2021-12-09T20:00:00,49163.8,49660,48087.7,48466.2,1406135,1
1639065600000,2021-12-09T16:00:00.000Z,2021-12-10T00:00:00,48466.2,48850,47505.6,47617.5,981517,1
1639080000000,2021-12-09T20:00:00.000Z,2021-12-10T04:00:00,47617.4,48449.5,47321.1,47568,562356,1
1639094400000,2021-12-10T00:00:00.000Z,2021-12-10T08:00:00,47568,48795.5,47453.6,48374.1,855017,1
1639108800000,2021-12-10T04:00:00.000Z,2021-12-10T12:00:00,48374.1,48572.2,47571.1,47700,639516,1
1639123200000,2021-12-10T08:00:00.000Z,2021-12-10T16:00:00,47706.2,48733,47647.2,48714,671119,1
1639137600000,2021-12-10T12:00:00.000Z,2021-12-10T20:00:00,48714,50174.3,47751.1,47978.1,2203225,1
1639152000000,2021-12-10T16:00:00.000Z,2021-12-11T00:00:00,47980,48333.7,47258,48138.5,1119200,1
1639166400000,2021-12-10T20:00:00.000Z,2021-12-11T04:00:00,48117,48540,46833.8,47160,665936,1
1639180800000,2021-12-11T00:00:00.000Z,2021-12-11T08:00:00,47148.8,48688,46743.9,48307.8,1041638,1
1639195200000,2021-12-11T04:00:00.000Z,2021-12-11T12:00:00,48307.8,48894.8,47781.6,48057.9,580245,1
1639209600000,2021-12-11T08:00:00.000Z,2021-12-11T16:00:00,48054.3,48918.9,47869,48238.6,670431,1
1639224000000,2021-12-11T12:00:00.000Z,2021-12-11T20:00:00,48244.2,48955.9,48161.1,48752.6,634134,1
1639238400000,2021-12-11T16:00:00.000Z,2021-12-12T00:00:00,48747.4,49288,48366,48398.6,570449,1
1639252800000,2021-12-11T20:00:00.000Z,2021-12-12T04:00:00,48411.9,49500,48392.5,49387.6,295923,1
1639267200000,2021-12-12T00:00:00.000Z,2021-12-12T08:00:00,49387.7,49698.4,49030,49294.8,417554,1
1639281600000,2021-12-12T04:00:00.000Z,2021-12-12T12:00:00,49289.1,49360,48828.9,49294.6,338003,1
1639296000000,2021-12-12T08:00:00.000Z,2021-12-12T16:00:00,49293.7,49380.4,48619,49132.4,496701,1
1639310400000,2021-12-12T12:00:00.000Z,2021-12-12T20:00:00,49132.3,49950,49106.4,49615.4,833352,1
1639324800000,2021-12-12T16:00:00.000Z,2021-12-13T00:00:00,49615.3,50799.3,49501,50216.9,1062640,1
1639339200000,2021-12-12T20:00:00.000Z,2021-12-13T04:00:00,50217,50548.2,49875,50075.7,304446,1
1639353600000,2021-12-13T00:00:00.000Z,2021-12-13T08:00:00,50071.1,50197.6,48426.8,48873.9,996455,1
1639368000000,2021-12-13T04:00:00.000Z,2021-12-13T12:00:00,48873.8,49330,48586,48756.5,518693,1
1639382400000,2021-12-13T08:00:00.000Z,2021-12-13T16:00:00,48756.5,49187.8,48086.6,48852.2,686583,1
1639396800000,2021-12-13T12:00:00.000Z,2021-12-13T20:00:00,48848.5,49000,47000,47247.5,1314990,1
1639411200000,2021-12-13T16:00:00.000Z,2021-12-14T00:00:00,47247.4,48026.2,45606.6,46710.9,2278819,1
1639425600000,2021-12-13T20:00:00.000Z,2021-12-14T04:00:00,46710.9,47370.4,46223.7,46687.4,731404,1
1639440000000,2021-12-14T00:00:00.000Z,2021-12-14T08:00:00,46695,47238.7,46277.3,46944.4,632187,1
1639454400000,2021-12-14T04:00:00.000Z,2021-12-14T12:00:00,46950.6,47170,46312.4,47016.3,582922,1
1639468800000,2021-12-14T08:00:00.000Z,2021-12-14T16:00:00,47014,47760,46774.2,47608.7,857981,1
1639483200000,2021-12-14T12:00:00.000Z,2021-12-14T20:00:00,47608.7,47944.9,46593.3,46838.5,1024087,1
1639497600000,2021-12-14T16:00:00.000Z,2021-12-15T00:00:00,46840,47144.5,46450,46866.7,761965,1
1639512000000,2021-12-14T20:00:00.000Z,2021-12-15T04:00:00,46861,48662.3,46841.7,48360,908195,1
1639526400000,2021-12-15T00:00:00.000Z,2021-12-15T08:00:00,48360,48772.2,47833.1,48266.6,561533,1
1639540800000,2021-12-15T04:00:00.000Z,2021-12-15T12:00:00,48266.6,48441,47938.3,48208.9,482394,1
1639555200000,2021-12-15T08:00:00.000Z,2021-12-15T16:00:00,48208.9,48774.9,48088.4,48138.4,628303,1
1639569600000,2021-12-15T12:00:00.000Z,2021-12-15T20:00:00,48138.3,48311.1,46555,46636.1,1380338,1
1639584000000,2021-12-15T16:00:00.000Z,2021-12-16T00:00:00,46636,49280,46523,48691.3,2768849,1
1639598400000,2021-12-15T20:00:00.000Z,2021-12-16T04:00:00,48688.6,49497.3,48552.1,48864.4,946737,1
1639612800000,2021-12-16T00:00:00.000Z,2021-12-16T08:00:00,48864.5,49284.1,48709.4,48830,461881,1
1639627200000,2021-12-16T04:00:00.000Z,2021-12-16T12:00:00,48830.1,49030,48506,48714.3,475594,1
1639641600000,2021-12-16T08:00:00.000Z,2021-12-16T16:00:00,48714.8,49450,48618.7,49206.9,580030,1
1639656000000,2021-12-16T12:00:00.000Z,2021-12-16T20:00:00,49206.9,49288.2,48251,48587.7,1261175,1
1639670400000,2021-12-16T16:00:00.000Z,2021-12-17T00:00:00,48593.1,48723.7,47666.1,47881.4,775543,1
1639684800000,2021-12-16T20:00:00.000Z,2021-12-17T04:00:00,47881.3,48407.7,47520.9,47637,494654,1
1639699200000,2021-12-17T00:00:00.000Z,2021-12-17T08:00:00,47635.1,47999.3,47390.6,47777.3,442461,1
1639713600000,2021-12-17T04:00:00.000Z,2021-12-17T12:00:00,47777.4,47948,46728,47010,821564,1
1639728000000,2021-12-17T08:00:00.000Z,2021-12-17T16:00:00,47003.1,47306.9,46760.5,47117.8,720432,1
1639742400000,2021-12-17T12:00:00.000Z,2021-12-17T20:00:00,47119.3,47355,45407.1,46500,2187695,1
1639756800000,2021-12-17T16:00:00.000Z,2021-12-18T00:00:00,46505.7,47449.9,46400,46755.1,1158936,1
1639771200000,2021-12-17T20:00:00.000Z,2021-12-18T04:00:00,46759.4,47105.8,45531,46150.4,924405,1
1639785600000,2021-12-18T00:00:00.000Z,2021-12-18T08:00:00,46150.3,46545.1,45487.7,46290.1,926043,1
1639800000000,2021-12-18T04:00:00.000Z,2021-12-18T12:00:00,46290,46850.5,46073.4,46370.6,609390,1
1639814400000,2021-12-18T08:00:00.000Z,2021-12-18T16:00:00,46368.1,47349.7,46200.3,47056.7,712999,1
1639828800000,2021-12-18T12:00:00.000Z,2021-12-18T20:00:00,47056.7,47236.6,46527.7,46857.9,535305,1
1639843200000,2021-12-18T16:00:00.000Z,2021-12-19T00:00:00,46857.8,46995.8,46321,46646.7,375215,1
1639857600000,2021-12-18T20:00:00.000Z,2021-12-19T04:00:00,46646.7,47126.1,46529.1,46836.9,232412,1
1639872000000,2021-12-19T00:00:00.000Z,2021-12-19T08:00:00,46836.9,47967.9,46409.4,47713.1,889815,1
1639886400000,2021-12-19T04:00:00.000Z,2021-12-19T12:00:00,47712.1,48096.3,47450,47521.7,613396,1
1639900800000,2021-12-19T08:00:00.000Z,2021-12-19T16:00:00,47521.7,47637.9,46800,47149.9,747963,1
1639915200000,2021-12-19T12:00:00.000Z,2021-12-19T20:00:00,47150,48385.8,46862.8,47249,1579386,1
1639929600000,2021-12-19T16:00:00.000Z,2021-12-20T00:00:00,47247.6,47486,46547.7,46671.5,527534,1
1639944000000,2021-12-19T20:00:00.000Z,2021-12-20T04:00:00,46669,47569.9,46477.2,46684.9,486138,1
1639958400000,2021-12-20T00:00:00.000Z,2021-12-20T08:00:00,46680.1,47202.6,46222,46691.2,796144,1
1639972800000,2021-12-20T04:00:00.000Z,2021-12-20T12:00:00,46693.4,47045.2,46100,46419,850247,1
1639987200000,2021-12-20T08:00:00.000Z,2021-12-20T16:00:00,46419,46550,45771.3,46088.2,885284,1
1640001600000,2021-12-20T12:00:00.000Z,2021-12-20T20:00:00,46088.1,46322.3,45561,45983.6,1444540,1
1640016000000,2021-12-20T16:00:00.000Z,2021-12-21T00:00:00,45983.5,46689,45876.4,46582.1,733594,1
1640030400000,2021-12-20T20:00:00.000Z,2021-12-21T04:00:00,46582.1,47536,46582.1,46905.6,704763,1
1640044800000,2021-12-21T00:00:00.000Z,2021-12-21T08:00:00,46905.7,48118.9,46650.9,47940.5,985612,1
1640059200000,2021-12-21T04:00:00.000Z,2021-12-21T12:00:00,47940.5,48826,47940.5,48596.8,1249868,1
1640073600000,2021-12-21T08:00:00.000Z,2021-12-21T16:00:00,48596.8,49081,48443.8,48849.4,771878,1
1640088000000,2021-12-21T12:00:00.000Z,2021-12-21T20:00:00,48849.3,49300,48289.3,48419,1258485,1
1640102400000,2021-12-21T16:00:00.000Z,2021-12-22T00:00:00,48419,48880.1,48335.4,48623.8,377388,1
1640116800000,2021-12-21T20:00:00.000Z,2021-12-22T04:00:00,48623.8,49300,48466.2,48883,419405,1
1640131200000,2021-12-22T00:00:00.000Z,2021-12-22T08:00:00,48883,49600,48590,49239.9,805013,1
1640145600000,2021-12-22T04:00:00.000Z,2021-12-22T12:00:00,49240,49336.2,48916,49201.1,540742,1
1640160000000,2021-12-22T08:00:00.000Z,2021-12-22T16:00:00,49201,49538,48846.5,48985.6,721239,1
1640174400000,2021-12-22T12:00:00.000Z,2021-12-22T20:00:00,48991.8,49140.4,48446.4,48893.6,913377,1
1640188800000,2021-12-22T16:00:00.000Z,2021-12-23T00:00:00,48893.6,49269.3,48509.5,48929,589950,1
1640203200000,2021-12-22T20:00:00.000Z,2021-12-23T04:00:00,48928.9,49143.4,48555.2,48594.8,363678,1
1640217600000,2021-12-23T00:00:00.000Z,2021-12-23T08:00:00,48594.8,48743.7,48035.7,48536.9,867288,1
1640232000000,2021-12-23T04:00:00.000Z,2021-12-23T12:00:00,48536.8,48592.5,48058,48137.7,530371,1
1640246400000,2021-12-23T08:00:00.000Z,2021-12-23T16:00:00,48137.7,48547.9,48084.7,48370,519670,1
1640260800000,2021-12-23T12:00:00.000Z,2021-12-23T20:00:00,48366.8,48850,48322.8,48803.5,779144,1
1640275200000,2021-12-23T16:00:00.000Z,2021-12-24T00:00:00,48804.6,51374.9,48676.2,51107.8,1950297,1
1640289600000,2021-12-23T20:00:00.000Z,2021-12-24T04:00:00,51109,51164.5,50562,50845.2,522327,1
1640304000000,2021-12-24T00:00:00.000Z,2021-12-24T08:00:00,50846.8,51500,50655.4,51050,1003684,1
1640318400000,2021-12-24T04:00:00.000Z,2021-12-24T12:00:00,51050,51100,50750,50994.9,502809,1
1640332800000,2021-12-24T08:00:00.000Z,2021-12-24T16:00:00,50995,51478,50855.1,50984.2,743556,1
1640347200000,2021-12-24T12:00:00.000Z,2021-12-24T20:00:00,50987.8,51241.9,50420,50955.7,1075170,1
1640361600000,2021-12-24T16:00:00.000Z,2021-12-25T00:00:00,50955.7,51845.6,50755,51149.7,994099,1
1640376000000,2021-12-24T20:00:00.000Z,2021-12-25T04:00:00,51149.7,51228,50501.1,50825,543219,1
1640390400000,2021-12-25T00:00:00.000Z,2021-12-25T08:00:00,50825.2,51131.2,50618.4,50848.7,370299,1
1640404800000,2021-12-25T04:00:00.000Z,2021-12-25T12:00:00,50848.7,51087.5,50654.3,50920.2,398468,1
1640419200000,2021-12-25T08:00:00.000Z,2021-12-25T16:00:00,50920.2,51016.6,50559,50687,453407,1
1640433600000,2021-12-25T12:00:00.000Z,2021-12-25T20:00:00,50687,50953,50658,50671.4,505652,1
1640448000000,2021-12-25T16:00:00.000Z,2021-12-26T00:00:00,50675.8,51166.4,50158,50913.8,885212,1
1640462400000,2021-12-25T20:00:00.000Z,2021-12-26T04:00:00,50913.7,51091,50332,50398.7,419842,1
1640476800000,2021-12-26T00:00:00.000Z,2021-12-26T08:00:00,50398.7,50677,49620,49680.5,1137955,1
1640491200000,2021-12-26T04:00:00.000Z,2021-12-26T12:00:00,49680.5,49964.7,49632,49930.2,499488,1
1640505600000,2021-12-26T08:00:00.000Z,2021-12-26T16:00:00,49925.8,50167.4,49382.2,49748.3,676849,1
1640520000000,2021-12-26T12:00:00.000Z,2021-12-26T20:00:00,49748.3,50287.9,49657,50043.8,644651,1
1640534400000,2021-12-26T16:00:00.000Z,2021-12-27T00:00:00,50048.3,50459.6,50012,50346.5,489006,1
1640548800000,2021-12-26T20:00:00.000Z,2021-12-27T04:00:00,50343.5,51300,49914.4,50769,771271,1
1640563200000,2021-12-27T00:00:00.000Z,2021-12-27T08:00:00,50770.9,51134.2,50451.3,51003.9,710900,1
1640577600000,2021-12-27T04:00:00.000Z,2021-12-27T12:00:00,51003.9,51100,50660,50712,654255,1
1640592000000,2021-12-27T08:00:00.000Z,2021-12-27T16:00:00,50712,50922.1,50523,50773.9,545763,1
1640606400000,2021-12-27T12:00:00.000Z,2021-12-27T20:00:00,50773.9,51680,50593.7,51437.1,1484762,1
1640620800000,2021-12-27T16:00:00.000Z,2021-12-28T00:00:00,51439.6,52099.4,51190,51205.6,1201484,1
1640635200000,2021-12-27T20:00:00.000Z,2021-12-28T04:00:00,51205.5,51364.2,50636.3,50713.8,789072,1
1640649600000,2021-12-28T00:00:00.000Z,2021-12-28T08:00:00,50713.8,50713.9,49503.3,49837.5,2119078,1
1640664000000,2021-12-28T04:00:00.000Z,2021-12-28T12:00:00,49837.5,49837.5,48564.9,49218.7,1794613,1
1640678400000,2021-12-28T08:00:00.000Z,2021-12-28T16:00:00,49218.6,49439.9,48793.1,49195.1,996253,1
1640692800000,2021-12-28T12:00:00.000Z,2021-12-28T20:00:00,49195.1,49359.1,48200,48955.8,1459319,1
1640707200000,2021-12-28T16:00:00.000Z,2021-12-29T00:00:00,48942.4,48980,47309.7,47670.5,1972227,1
1640721600000,2021-12-28T20:00:00.000Z,2021-12-29T04:00:00,47676.8,48021.6,47305.6,47549.9,588221,1
1640736000000,2021-12-29T00:00:00.000Z,2021-12-29T08:00:00,47550,48125.9,47434.1,47994.3,647528,1
1640750400000,2021-12-29T04:00:00.000Z,2021-12-29T12:00:00,47994.2,48051.9,47533,47584.9,514284,1
1640764800000,2021-12-29T08:00:00.000Z,2021-12-29T16:00:00,47584.8,48120.3,47400,47754.6,876654,1
1640779200000,2021-12-29T12:00:00.000Z,2021-12-29T20:00:00,47754.6,48070.4,46567.8,47947.4,2481837,1
1640793600000,2021-12-29T16:00:00.000Z,2021-12-30T00:00:00,47947.4,48040.5,47003.6,47136.5,763848,1
1640808000000,2021-12-29T20:00:00.000Z,2021-12-30T04:00:00,47136.4,47720,45999.6,46453.3,1411428,1
1640822400000,2021-12-30T00:00:00.000Z,2021-12-30T08:00:00,46452.8,46844.3,45888,46514.4,1555903,1
1640836800000,2021-12-30T04:00:00.000Z,2021-12-30T12:00:00,46514.4,47091.8,46503.3,46969.6,970705,1
1640851200000,2021-12-30T08:00:00.000Z,2021-12-30T16:00:00,46969.7,47566.9,46666,47502.6,1016334,1
1640865600000,2021-12-30T12:00:00.000Z,2021-12-30T20:00:00,47502.5,47700,47129.6,47182.3,1144160,1
1640880000000,2021-12-30T16:00:00.000Z,2021-12-31T00:00:00,47182.3,47935.5,47100,47560,921690,1
1640894400000,2021-12-30T20:00:00.000Z,2021-12-31T04:00:00,47556.1,47673,46714,47132.8,751041,1
1640908800000,2021-12-31T00:00:00.000Z,2021-12-31T08:00:00,47132.9,47388.1,46850,47201.3,827068,1
1640923200000,2021-12-31T04:00:00.000Z,2021-12-31T12:00:00,47204.4,47571.3,46850,47215.6,948419,1
1640937600000,2021-12-31T08:00:00.000Z,2021-12-31T16:00:00,47207.2,48578,47073,47991.4,2258066,1
1640952000000,2021-12-31T12:00:00.000Z,2021-12-31T20:00:00,47991.7,48144.1,47842,48021.8,861592,1
1640966400000,2021-12-31T16:00:00.000Z,2022-01-01T00:00:00,48021.8,48130.1,45656.1,45715.9,2184232,1
1640980800000,2021-12-31T20:00:00.000Z,2022-01-01T04:00:00,45715.9,46565.9,45666,46213.9,931922,1
1640995200000,2022-01-01T00:00:00.000Z,2022-01-01T08:00:00,46214,46950,46214,46798.1,736269,1
1641009600000,2022-01-01T04:00:00.000Z,2022-01-01T12:00:00,46798,47578.5,46614.6,47212.3,1102544,1
1641024000000,2022-01-01T08:00:00.000Z,2022-01-01T16:00:00,47208.3,47347,46710.4,46764.2,842955,1
1641038400000,2022-01-01T12:00:00.000Z,2022-01-01T20:00:00,46764.1,47494.3,46764.1,47211.7,790191,1
1641052800000,2022-01-01T16:00:00.000Z,2022-01-02T00:00:00,47211.7,47947,47174.4,47332.6,950396,1
1641067200000,2022-01-01T20:00:00.000Z,2022-01-02T04:00:00,47332.5,47829,47212.7,47723.2,507786,1
1641081600000,2022-01-02T00:00:00.000Z,2022-01-02T08:00:00,47723.2,47756.8,47280.2,47342.8,566592,1
1641096000000,2022-01-02T04:00:00.000Z,2022-01-02T12:00:00,47342.8,47433.1,46777,47178.7,985243,1
1641110400000,2022-01-02T08:00:00.000Z,2022-01-02T16:00:00,47178.7,47520,46977.2,47239,619685,1
1641124800000,2022-01-02T12:00:00.000Z,2022-01-02T20:00:00,47238.9,47472,47000,47343.1,749976,1
1641139200000,2022-01-02T16:00:00.000Z,2022-01-03T00:00:00,47344.2,48003.6,46651,46917.1,1722857,1
1641153600000,2022-01-02T20:00:00.000Z,2022-01-03T04:00:00,46914,47484.8,46830,47301.1,488817,1
1641168000000,2022-01-03T00:00:00.000Z,2022-01-03T08:00:00,47301.8,47301.8,46730,46810,742509,1
1641182400000,2022-01-03T04:00:00.000Z,2022-01-03T12:00:00,46810,47235.4,46765.6,47052,608956,1
1641196800000,2022-01-03T08:00:00.000Z,2022-01-03T16:00:00,47052,47432.9,46783,47362.9,1019204,1
1641211200000,2022-01-03T12:00:00.000Z,2022-01-03T20:00:00,47363,47570,46568.9,46697.3,1528485,1
1641225600000,2022-01-03T16:00:00.000Z,2022-01-04T00:00:00,46697.3,46803.7,46261,46375,1181618,1
1641240000000,2022-01-03T20:00:00.000Z,2022-01-04T04:00:00,46373.4,46578.6,45681,46446.9,1192711,1
1641254400000,2022-01-04T00:00:00.000Z,2022-01-04T08:00:00,46446.9,46549.8,45950,46325.8,935295,1
1641268800000,2022-01-04T04:00:00.000Z,2022-01-04T12:00:00,46322.7,46571.1,46016.2,46543.4,918252,1
1641283200000,2022-01-04T08:00:00.000Z,2022-01-04T16:00:00,46543.5,46765.3,46289.2,46722.1,1078785,1
1641297600000,2022-01-04T12:00:00.000Z,2022-01-04T20:00:00,46722.2,47521,46400,46932.8,1833289,1
1641312000000,2022-01-04T16:00:00.000Z,2022-01-05T00:00:00,46932.9,46988,45510,46067.1,2345742,1
1641326400000,2022-01-04T20:00:00.000Z,2022-01-05T04:00:00,46067,46439.9,45760.6,45843.3,721092,1
1641340800000,2022-01-05T00:00:00.000Z,2022-01-05T08:00:00,45843.3,46567.9,45725.5,46416.6,898358,1
1641355200000,2022-01-05T04:00:00.000Z,2022-01-05T12:00:00,46416.7,46519.5,46242.4,46405.1,509015,1
1641369600000,2022-01-05T08:00:00.000Z,2022-01-05T16:00:00,46408,47088.9,46113,46277.1,1580669,1
1641384000000,2022-01-05T12:00:00.000Z,2022-01-05T20:00:00,46277,46850,45895.7,46621.3,2409407,1
1641398400000,2022-01-05T16:00:00.000Z,2022-01-06T00:00:00,46621.8,46673.8,44200,44675.3,3391272,1
1641412800000,2022-01-05T20:00:00.000Z,2022-01-06T04:00:00,44680.3,44829,42413.2,43435.1,3387968,1
1641427200000,2022-01-06T00:00:00.000Z,2022-01-06T08:00:00,43439.9,43781.9,42821.2,42848.4,1616841,1
1641441600000,2022-01-06T04:00:00.000Z,2022-01-06T12:00:00,42848.4,43249,42580,43228.5,1848628,1
1641456000000,2022-01-06T08:00:00.000Z,2022-01-06T16:00:00,43225,43247.6,42406.4,42874.5,1713745,1
1641470400000,2022-01-06T12:00:00.000Z,2022-01-06T20:00:00,42874.4,43233.3,42638.8,42944.7,1720282,1
1641484800000,2022-01-06T16:00:00.000Z,2022-01-07T00:00:00,42944.7,43496.5,42751.1,43426.1,927000,1
1641499200000,2022-01-06T20:00:00.000Z,2022-01-07T04:00:00,43426,43568,43003.9,43093.1,510822,1
1641513600000,2022-01-07T00:00:00.000Z,2022-01-07T08:00:00,43088.5,43146.1,41516.1,41810.3,2166949,1
1641528000000,2022-01-07T04:00:00.000Z,2022-01-07T12:00:00,41810.3,41938.2,40950.9,41700.1,2912694,1
1641542400000,2022-01-07T08:00:00.000Z,2022-01-07T16:00:00,41711.7,42950,41612.7,42258.4,1888738,1
1641556800000,2022-01-07T12:00:00.000Z,2022-01-07T20:00:00,42258.4,42777,40550,41314,3316956,1
1641571200000,2022-01-07T16:00:00.000Z,2022-01-08T00:00:00,41314,42369.7,40914.8,41772.1,1742060,1
1641585600000,2022-01-07T20:00:00.000Z,2022-01-08T04:00:00,41776.9,42059.9,41340.1,41569.6,548302,1
1641600000000,2022-01-08T00:00:00.000Z,2022-01-08T08:00:00,41571.1,42248,41571.1,41805,795909,1
1641614400000,2022-01-08T04:00:00.000Z,2022-01-08T12:00:00,41804.9,41995,41718.1,41911.5,555527,1
1641628800000,2022-01-08T08:00:00.000Z,2022-01-08T16:00:00,41911.5,42194.8,41764.4,41943,803602,1
1641643200000,2022-01-08T12:00:00.000Z,2022-01-08T20:00:00,41942.9,42062,41433.9,41622.1,983073,1
1641657600000,2022-01-08T16:00:00.000Z,2022-01-09T00:00:00,41622.1,41742,40518,40843.4,2597238,1
1641672000000,2022-01-08T20:00:00.000Z,2022-01-09T04:00:00,40843.3,42319.7,40735.7,41688,1219185,1
1641686400000,2022-01-09T00:00:00.000Z,2022-01-09T08:00:00,41690.7,42169.3,41389.6,41836,938198,1
1641700800000,2022-01-09T04:00:00.000Z,2022-01-09T12:00:00,41833,42085,41680.1,41792.2,584768,1
1641715200000,2022-01-09T08:00:00.000Z,2022-01-09T16:00:00,41789.3,42000,41415,41870.2,867707,1
1641729600000,2022-01-09T12:00:00.000Z,2022-01-09T20:00:00,41867.8,41924.9,41188,41626.1,1036368,1
1641744000000,2022-01-09T16:00:00.000Z,2022-01-10T00:00:00,41630.2,42737.2,41557.7,42675.9,1282295,1
1641758400000,2022-01-09T20:00:00.000Z,2022-01-10T04:00:00,42681.9,42770,41762.7,41849.9,665917,1
1641772800000,2022-01-10T00:00:00.000Z,2022-01-10T08:00:00,41849.9,42033,41600,41964.4,722228,1
1641787200000,2022-01-10T04:00:00.000Z,2022-01-10T12:00:00,41962.9,42237.5,41828.4,42048.2,747680,1
1641801600000,2022-01-10T08:00:00.000Z,2022-01-10T16:00:00,42048.2,42113.4,41450,41568.5,931133,1
1641816000000,2022-01-10T12:00:00.000Z,2022-01-10T20:00:00,41568.5,41617.4,39621.4,40971.5,5103772,1
1641830400000,2022-01-10T16:00:00.000Z,2022-01-11T00:00:00,40971.6,42123,40550,41296.2,3464346,1
1641844800000,2022-01-10T20:00:00.000Z,2022-01-11T04:00:00,41298.6,41999,41162.2,41824.7,795125,1
1641859200000,2022-01-11T00:00:00.000Z,2022-01-11T08:00:00,41814.2,42389,41540.8,42266.8,1131107,1
1641873600000,2022-01-11T04:00:00.000Z,2022-01-11T12:00:00,42266.8,42356,41980,42200.2,814905,1
1641888000000,2022-01-11T08:00:00.000Z,2022-01-11T16:00:00,42200.1,42700,41588,41820.1,1657580,1
1641902400000,2022-01-11T12:00:00.000Z,2022-01-11T20:00:00,41820,42222,41266.2,41734.3,2125720,1
1641916800000,2022-01-11T16:00:00.000Z,2022-01-12T00:00:00,41734.3,43100,41678.3,42963.9,2495109,1
1641931200000,2022-01-11T20:00:00.000Z,2022-01-12T04:00:00,42963.8,43089.8,42601.1,42716.2,488443,1
1641945600000,2022-01-12T00:00:00.000Z,2022-01-12T08:00:00,42716.3,42960,42458.8,42615.1,642366,1
1641960000000,2022-01-12T04:00:00.000Z,2022-01-12T12:00:00,42615,42871.5,42467.4,42572.7,661706,1
1641974400000,2022-01-12T08:00:00.000Z,2022-01-12T16:00:00,42569.9,43450,42520.9,42928.9,1435880,1
1641988800000,2022-01-12T12:00:00.000Z,2022-01-12T20:00:00,42928.9,44077.4,42878,43543,2331881,1
1642003200000,2022-01-12T16:00:00.000Z,2022-01-13T00:00:00,43554.2,43884.9,43322.8,43735.2,771766,1
1642017600000,2022-01-12T20:00:00.000Z,2022-01-13T04:00:00,43735.2,44350,43624.6,43900,773550,1
1642032000000,2022-01-13T00:00:00.000Z,2022-01-13T08:00:00,43898.9,44053.6,43429.7,43512.5,713829,1
1642046400000,2022-01-13T04:00:00.000Z,2022-01-13T12:00:00,43512.4,43790.3,43500.9,43705.1,644611,1
1642060800000,2022-01-13T08:00:00.000Z,2022-01-13T16:00:00,43705,44020,43479.8,43620,925656,1
1642075200000,2022-01-13T12:00:00.000Z,2022-01-13T20:00:00,43617.2,44399,42888,43201.6,2713887,1
1642089600000,2022-01-13T16:00:00.000Z,2022-01-14T00:00:00,43201.6,43481,42535.1,42706.4,1720379,1
1642104000000,2022-01-13T20:00:00.000Z,2022-01-14T04:00:00,42706.4,42888,42330,42565.6,876540,1
1642118400000,2022-01-14T00:00:00.000Z,2022-01-14T08:00:00,42565.1,42774.2,42363,42630,806205,1
1642132800000,2022-01-14T04:00:00.000Z,2022-01-14T12:00:00,42628.2,42964.5,42591.5,42646,757848,1
1642147200000,2022-01-14T08:00:00.000Z,2022-01-14T16:00:00,42647.9,42693,41836.4,42012.4,1693718,1
1642161600000,2022-01-14T12:00:00.000Z,2022-01-14T20:00:00,42013.1,43350,41750,43109.9,2330372,1
1642176000000,2022-01-14T16:00:00.000Z,2022-01-15T00:00:00,43102.6,43430,42777,43081.3,1111624,1
1642190400000,2022-01-14T20:00:00.000Z,2022-01-15T04:00:00,43082.1,43455,43000.1,43063.1,489534,1
1642204800000,2022-01-15T00:00:00.000Z,2022-01-15T08:00:00,43063,43171.5,42871.8,42946.1,595696,1
1642219200000,2022-01-15T04:00:00.000Z,2022-01-15T12:00:00,42949,43113.4,42713.8,43099,539407,1
1642233600000,2022-01-15T08:00:00.000Z,2022-01-15T16:00:00,43098.9,43285.2,42891,43011.8,570294,1
1642248000000,2022-01-15T12:00:00.000Z,2022-01-15T20:00:00,43011.7,43419.5,42560,43412.6,1377076,1
1642262400000,2022-01-15T16:00:00.000Z,2022-01-16T00:00:00,43412.4,43576.9,43223.8,43517.9,570358,1
1642276800000,2022-01-15T20:00:00.000Z,2022-01-16T04:00:00,43518,43814.1,43070.1,43079.5,602565,1
1642291200000,2022-01-16T00:00:00.000Z,2022-01-16T08:00:00,43083.9,43147,42840.2,42990,560935,1
1642305600000,2022-01-16T04:00:00.000Z,2022-01-16T12:00:00,42990,43254.4,42880,43200.7,485633,1
1642320000000,2022-01-16T08:00:00.000Z,2022-01-16T16:00:00,43200.7,43299.3,42723.2,42975.4,588760,1
1642334400000,2022-01-16T12:00:00.000Z,2022-01-16T20:00:00,42975,43440.8,42593.5,43223.9,1310690,1
1642348800000,2022-01-16T16:00:00.000Z,2022-01-17T00:00:00,43227,43478.9,42803.2,42836.2,581640,1
1642363200000,2022-01-16T20:00:00.000Z,2022-01-17T04:00:00,42836.2,43277.3,42744.8,43069,390696,1
1642377600000,2022-01-17T00:00:00.000Z,2022-01-17T08:00:00,43069,43173.3,42629.2,42655.7,710144,1
